Trade #,Type,Date and time,Signal,Price USDT,Position size (qty),Position size (value),Net P&L USDT,Net P&L %,Favorable excursion USDT,Favorable excursion %,Adverse excursion USDT,Adverse excursion %,Cumulative P&L USDT,Cumulative P&L %
89,Entry long,2025-09-02 14:45:00,Long,111113.9,0.109383,12153.971723699999,-209.76,-1.73,151.26,1.24,-204.98,-1.69,-6285.73,-62.86
90,Exit long,2025-09-05 00:30:00,BE,110804.1,0.210232,23274.679604,1.26,0.01,208.13,0.89,-14.08,-0.06,-6293.78,-62.94
90,Entry long,2025-09-04 23:30:00,Long,110709.5,0.210232,23274.679604,1.26,0.01,208.13,0.89,-14.08,-0.06,-6293.78,-62.94
91,Exit long,2025-09-05 00:30:00,BE,110804.1,0.210232,23274.679604,1.26,0.01,208.13,0.89,-14.08,-0.06,-6283.21,-62.83
91,Entry long,2025-09-04 23:30:00,Long,110709.5,0.210232,23274.679604,1.26,0.01,208.13,0.89,-14.08,-0.06,-6283.21,-62.83
92,Exit short,2025-09-08 16:15:00,SL,112760.7,0.078993,8757.227174399999,-157.14,-1.79,76.34,0.87,-153.58,-1.75,-6443.85,-64.44
92,Entry short,2025-09-05 15:30:00,Short,110860.8,0.078993,8757.227174399999,-157.14,-1.79,76.34,0.87,-153.58,-1.75,-6443.85,-64.44
93,Exit short,2025-09-08 16:15:00,SL,112760.7,0.078993,8757.227174399999,-157.14,-1.79,76.34,0.87,-153.58,-1.75,-6597.49,-65.97
93,Entry short,2025-09-05 15:30:00,Short,110860.8,0.078993,8757.227174399999,-157.14,-1.79,76.34,0.87,-153.58,-1.75,-6597.49,-65.97
94,Exit short,2025-09-09 07:00:00,SL,112376,0.192912,21528.4776288,-167.48,-0.78,96.99,0.45,-158.81,-0.74,-6773.59,-67.74
94,Entry short,2025-09-09 01:45:00,Short,111597.4,0.192912,21528.4776288,-167.48,-0.78,96.99,0.45,-158.81,-0.74,-6773.59,-67.74
95,Exit short,2025-09-09 07:00:00,SL,112376,0.192912,21528.4776288,-167.48,-0.78,96.99,0.45,-158.81,-0.74,-6932.46,-69.32
95,Entry short,2025-09-09 01:45:00,Short,111597.4,0.192912,21528.4776288,-167.48,-0.78,96.99,0.45,-158.81,-0.74,-6932.46,-69.32
96,Exit long,2025-09-09 15:30:00,SL,111715.3,0.214079,24116.1277974,-219.44,-0.91,116.1,0.48,-209.87,-0.87,-7161.55,-71.62
96,Entry long,2025-09-09 07:00:00,Long,112650.6,0.214079,24116.1277974,-219.44,-0.91,116.1,0.48,-209.87,-0.87,-7161.55,-71.62
97,Exit long,2025-09-09 15:30:00,SL,111715.3,0.214079,24116.1277974,-219.44,-0.91,116.1,0.48,-209.87,-0.87,-7371.34,-73.71
97,Entry long,2025-09-09 07:00:00,Long,112650.6,0.214079,24116.1277974,-219.44,-0.91,116.1,0.48,-209.87,-0.87,-7371.34,-73.71
98,Exit long,2025-09-11 04:45:00,TP1,114305.7,0.223728,25000.105022400003,553.05,2.21,563.28,2.25,-17.45,-0.07,-6828.29,-68.28
98,Entry long,2025-09-10 07:45:00,Long,111743.3,0.223728,25000.105022400003,553.05,2.21,563.28,2.25,-17.45,-0.07,-6828.29,-68.28
99,Exit long,2025-09-12 19:45:00,TP2,116441.3,0.223728,25000.105022400003,1030.65,4.12,1041.07,4.16,-17.45,-0.07,-5787.64,-57.88
99,Entry long,2025-09-10 07:45:00,Long,111743.3,0.223728,25000.105022400003,1030.65,4.12,1041.07,4.16,-17.45,-0.07,-5787.64,-57.88
100,Exit short,2025-09-14 03:00:00,SL,116072.6,0.216656,24999.8491776,-168.04,-0.67,46.85,0.19,-157.98,-0.63,-5965.68,-59.66
100,Entry short,2025-09-13 17:30:00,Short,115389.6,0.216656,24999.8491776,-168.04,-0.67,46.85,0.19,-157.98,-0.63,-5965.68,-59.66
101,Exit short,2025-09-14 03:00:00,SL,116072.6,0.216656,24999.8491776,-168.04,-0.67,46.85,0.19,-157.98,-0.63,-6123.71,-61.24
101,Entry short,2025-09-13 17:30:00,Short,115389.6,0.216656,24999.8491776,-168.04,-0.67,46.85,0.19,-157.98,-0.63,-6123.71,-61.24
102,Exit long,2025-09-14 05:15:00,SL,115483.2,0.215605,25000.046565,-121.25,-0.48,0,0,-111.29,-0.44,-6254.96,-62.55
102,Entry long,2025-09-14 03:15:00,Long,115953,0.215605,25000.046565,-121.25,-0.48,0,0,-111.29,-0.44,-6254.96,-62.55
103,Exit long,2025-09-14 05:15:00,SL,115483.2,0.215606,25000.162517999997,-121.25,-0.48,0,0,-111.29,-0.44,-6366.21,-63.66
103,Entry long,2025-09-14 03:15:00,Long,115953,0.215606,25000.162517999997,-121.25,-0.48,0,0,-111.29,-0.44,-6366.21,-63.66
104,Exit short,2025-09-14 21:00:00,BE,115671.9,0.216031,24999.8418254,-8.87,-0.04,124.57,0.5,-95.38,-0.38,-6385.08,-63.85
104,Entry short,2025-09-14 05:30:00,Short,115723.4,0.216031,24999.8418254,-8.87,-0.04,124.57,0.5,-95.38,-0.38,-6385.08,-63.85
105,Exit short,2025-09-14 21:00:00,BE,115671.9,0.216031,24999.8418254,-8.87,-0.04,124.57,0.5,-95.38,-0.38,-6383.95,-63.84
105,Entry short,2025-09-14 05:30:00,Short,115723.4,0.216031,24999.8418254,-8.87,-0.04,124.57,0.5,-95.38,-0.38,-6383.95,-63.84
106,Exit long,2025-09-15 00:15:00,SL,115445.1,0.215473,24999.996257400002,-144.64,-0.58,0,0,-134.69,-0.54,-6538.6,-65.39
106,Entry long,2025-09-14 22:45:00,Long,116023.8,0.215473,24999.996257400002,-144.64,-0.58,0,0,-134.69,-0.54,-6538.6,-65.39
107,Exit long,2025-09-15 00:15:00,SL,115445.1,0.215474,25000.1122812,-144.65,-0.58,0,0,-134.69,-0.54,-6673.24,-66.73
107,Entry long,2025-09-14 22:45:00,Long,116023.8,0.215474,25000.1122812,-144.65,-0.58,0,0,-134.69,-0.54,-6673.24,-66.73
108,Exit short,2025-09-15 05:15:00,SL,115959.5,0.200277,23073.8130315,-168.73,-0.73,77.39,0.34,-159.44,-0.69,-6851.2,-68.51
108,Entry short,2025-09-15 00:45:00,Short,115209.5,0.200277,23073.8130315,-168.73,-0.73,77.39,0.34,-159.44,-0.69,-6851.2,-68.51
109,Exit short,2025-09-15 05:15:00,SL,115959.5,0.200278,23073.928241,-168.73,-0.73,77.39,0.34,-159.44,-0.69,-7010.7,-70.11
109,Entry short,2025-09-15 00:45:00,Short,115209.5,0.200278,23073.928241,-168.73,-0.73,77.39,0.34,-159.44,-0.69,-7010.7,-70.11
110,Exit long,2025-09-15 09:30:00,SL,115302.1,0.215293,24999.9953944,-196.19,-0.78,127.59,0.51,-186.26,-0.74,-7216.89,-72.17
110,Entry long,2025-09-15 06:00:00,Long,116120.8,0.215293,24999.9953944,-196.19,-0.78,127.59,0.51,-186.26,-0.74,-7216.89,-72.17
111,Exit long,2025-09-15 09:30:00,SL,115302.1,0.215294,25000.111515200002,-196.19,-0.78,127.59,0.51,-186.26,-0.74,-7403.08,-74.03
111,Entry long,2025-09-15 06:00:00,Long,116120.8,0.215294,25000.111515200002,-196.19,-0.78,127.59,0.51,-186.26,-0.74,-7403.08,-74.03
112,Exit short,2025-09-16 07:00:00,SL,115913,0.123413,14155.0391545,-161.52,-1.14,38.52,0.27,-155.79,-1.1,-7570.25,-75.7
112,Entry short,2025-09-15 09:45:00,Short,114696.5,0.123413,14155.0391545,-161.52,-1.14,38.52,0.27,-155.79,-1.1,-7570.25,-75.7
113,Exit short,2025-09-16 07:00:00,SL,115913,0.123414,14155.153851,-161.52,-1.14,38.52,0.27,-155.8,-1.1,-7726.11,-77.26
113,Entry short,2025-09-15 09:45:00,Short,114696.5,0.123414,14155.153851,-161.52,-1.14,38.52,0.27,-155.8,-1.1,-7726.11,-77.26
114,Exit short,2025-09-16 16:45:00,SL,115875.8,0.160252,18419.1565524,-164.97,-0.9,4.49,0.02,-157.54,-0.85,-7898.45,-78.98
114,Entry short,2025-09-16 15:00:00,Short,114938.7,0.160252,18419.1565524,-164.97,-0.9,4.49,0.02,-157.54,-0.85,-7898.45,-78.98
115,Exit short,2025-09-16 16:45:00,SL,115875.8,0.160253,18419.2714911,-164.97,-0.9,4.49,0.02,-157.54,-0.85,-8056.05,-80.56
115,Entry short,2025-09-16 15:00:00,Short,114938.7,0.160253,18419.2714911,-164.97,-0.9,4.49,0.02,-157.54,-0.85,-8056.05,-80.56
116,Exit long,2025-09-17 15:15:00,BE,115824.2,0.186803,21616.3948328,2.61,0.01,280.67,1.3,-39.97,-0.18,-8062.08,-80.62
116,Entry long,2025-09-16 17:00:00,Long,115717.6,0.186803,21616.3948328,2.61,0.01,280.67,1.3,-39.97,-0.18,-8062.08,-80.62
117,Exit long,2025-09-17 15:15:00,BE,115824.2,0.186803,21616.3948328,2.61,0.01,280.67,1.3,-39.97,-0.18,-8050.82,-80.51
117,Entry long,2025-09-16 17:00:00,Long,115717.6,0.186803,21616.3948328,2.61,0.01,280.67,1.3,-39.97,-0.18,-8050.82,-80.51
118,Exit long,2025-09-19 20:00:00,SL,115245.8,0.132047,15418.0057905,-212.4,-1.38,140.89,0.91,-206.31,-1.34,-8269.39,-82.69
118,Entry long,2025-09-18 00:00:00,Long,116761.5,0.132047,15418.0057905,-212.4,-1.38,140.89,0.91,-206.31,-1.34,-8269.39,-82.69
119,Exit long,2025-09-19 20:00:00,SL,115245.8,0.132048,15418.122552,-212.4,-1.38,140.89,0.91,-206.31,-1.34,-8475.62,-84.76
119,Entry long,2025-09-18 00:00:00,Long,116761.5,0.132048,15418.122552,-212.4,-1.38,140.89,0.91,-206.31,-1.34,-8475.62,-84.76
120,Exit long,2025-09-20 19:00:00,SL,115714.4,0.215517,25000.058206799997,-81.61,-0.33,2.67,0.01,-71.64,-0.29,-8567.23,-85.67
120,Entry long,2025-09-20 16:00:00,Long,116000.4,0.215517,25000.058206799997,-81.61,-0.33,2.67,0.01,-71.64,-0.29,-8567.23,-85.67
121,Exit long,2025-09-20 19:00:00,SL,115714.4,0.215517,25000.058206799997,-81.61,-0.33,2.67,0.01,-71.64,-0.29,-8638.85,-86.39
121,Entry long,2025-09-20 16:00:00,Long,116000.4,0.215517,25000.058206799997,-81.61,-0.33,2.67,0.01,-71.64,-0.29,-8638.85,-86.39
122,Exit short,2025-09-21 10:45:00,BE,115600.1,0.216216,24999.845270399997,-14.74,-0.06,65.11,0.26,-43.21,-0.17,-8663.59,-86.64
122,Entry short,2025-09-21 00:45:00,Short,115624.4,0.216216,24999.845270399997,-14.74,-0.06,65.11,0.26,-43.21,-0.17,-8663.59,-86.64
123,Exit short,2025-09-21 10:45:00,BE,115600.1,0.216216,24999.845270399997,-14.74,-0.06,65.11,0.26,-43.21,-0.17,-8668.33,-86.68
123,Entry short,2025-09-21 00:45:00,Short,115624.4,0.216216,24999.845270399997,-14.74,-0.06,65.11,0.26,-43.21,-0.17,-8668.33,-86.68
124,Exit long,2025-09-23 18:45:00,SL,111899.4,0.195281,22052.0288126,-217.76,-0.99,55.66,0.25,-209.02,-0.95,-8894.92,-88.95
124,Entry long,2025-09-23 07:45:00,Long,112924.6,0.195281,22052.0288126,-217.76,-0.99,55.66,0.25,-209.02,-0.95,-8894.92,-88.95
125,Exit long,2025-09-23 18:45:00,SL,111899.4,0.195281,22052.0288126,-217.76,-0.99,55.66,0.25,-209.02,-0.95,-9103.86,-91.04
125,Entry long,2025-09-23 07:45:00,Long,112924.6,0.195281,22052.0288126,-217.76,-0.99,55.66,0.25,-209.02,-0.95,-9103.86,-91.04
126,Exit short,2025-09-24 12:00:00,SL,113087.7,0.128431,14373.830559699998,-161.69,-1.12,120.59,0.84,-155.89,-1.08,-9271.31,-92.71
126,Entry short,2025-09-23 18:45:00,Short,111918.7,0.128431,14373.830559699998,-161.69,-1.12,120.59,0.84,-155.89,-1.08,-9271.31,-92.71
127,Exit short,2025-09-24 12:00:00,SL,113087.7,0.128431,14373.830559699998,-161.69,-1.12,120.59,0.84,-155.89,-1.08,-9427.25,-94.27
127,Entry short,2025-09-23 18:45:00,Short,111918.7,0.128431,14373.830559699998,-161.69,-1.12,120.59,0.84,-155.89,-1.08,-9427.25,-94.27
128,Exit short,2025-09-25 18:30:00,TP1,109556.1,0.147081,16563.5562312,436.86,2.64,443.31,2.68,-83.93,-0.51,-8997.01,-89.97
128,Entry short,2025-09-25 02:45:00,Short,112615.2,0.147081,16563.5562312,436.86,2.64,443.31,2.68,-83.93,-0.51,-8997.01,-89.97
129,Exit short,2025-09-28 21:30:00,TRAIL,110607.2,0.147082,16563.6688464,282.21,1.7,588.94,3.55,-83.93,-0.51,-8708.18,-87.08
129,Entry short,2025-09-25 02:45:00,Short,112615.2,0.147082,16563.6688464,282.21,1.7,588.94,3.55,-83.93,-0.51,-8708.18,-87.08
