time,open,high,low,close
1752776400,210.75388406,210.7588643,210.25585985,210.4749905
1752777000,210.44510905,210.44510905,210.1313538,210.19609695
1752777600,210.19609695,210.25585985,210.13633404,210.1662155
1752778200,210.17617598,210.21601792,210.0367292,210.10147235
1752778800,210.10147235,210.22099816,210.06661065,210.1662155
1752779400,210.17617598,210.2259784,209.94708484,210.14629453
1752780000,210.14629453,210.2259784,210.03174896,210.15625501
1752780600,210.1662155,210.21601792,209.98692678,210.00684775
1752781200,210.01680823,210.06661065,209.74787516,209.86740097
1752781800,209.85744049,209.87736146,208.91119449,209.19008805
1752845400,210.0367292,210.17617598,209.07056224,209.31957434
1752846000,209.3145941,209.67815177,209.07056224,209.37933725
1752846600,209.37933725,209.58850742,209.06060176,209.48890257
1752847200,209.49886306,209.7877171,208.88131304,208.96099691
1752847800,208.95103643,209.4092187,208.92115498,209.30961386
1752848400,209.31957434,209.47894209,209.06060176,209.12036466
1752849000,209.13032514,209.66819129,208.95103643,209.51878403
1752849600,209.52874451,209.67815177,209.35941628,209.61838887
1752850200,209.58850742,210.17617598,209.43910015,209.6582308
1752850800,209.66819129,210.1662155,209.60842838,210.10645259
1752851400,210.10645259,210.14629453,209.71301347,209.72795419
1752852000,209.71799371,210.01680823,209.58850742,209.99688727
1752852600,210.0367292,210.1662155,209.86740097,210.04668969
1752853200,210.0367292,210.26582034,209.9769663,210.1662155
1752853800,210.15625501,210.26582034,210.09649211,210.24589937
1752854400,210.23593888,210.29570179,210.06661065,210.21601792
1752855000,210.21601792,210.21601792,209.99688727,210.07657114
1752855600,210.08653162,210.27080058,209.83751952,210.1662155
1752856200,210.18613646,210.50487196,210.04668969,210.4749905
1752856800,210.4749905,210.95309374,210.42518808,210.42518808
1752857400,210.42518808,210.63435825,210.36542518,210.48495099
1752858000,210.4749905,210.56463486,210.26582034,210.37040542
1752858600,210.36542518,210.50487196,210.21601792,210.36542518
1752859200,210.35546469,210.59451631,210.32558324,210.35546469
1752859800,210.34550421,210.61443728,210.18613646,210.61443728
1752860400,210.62439777,210.69412116,210.44510905,210.48495099
1752861000,210.48495099,210.52479292,210.13633404,210.26084009
1752861600,210.26582034,210.42518808,210.10645259,210.10645259
1752862200,210.10645259,210.18115622,209.93214412,209.98692678
1752862800,209.9769663,210.13633404,209.9769663,210.10645259
1752863400,210.09649211,210.2259784,210.02676872,210.14629453
1752864000,210.12637356,210.22099816,210.06163041,210.12637356
1752864600,210.13633404,210.14629453,209.95704533,210.13633404
1752865200,210.12637356,210.20605743,210.04668969,210.14629453
1752865800,210.14629453,210.24589937,210.12637356,210.2259784
1752866400,210.2259784,210.36044494,210.06163041,210.11641307
1752867000,210.10645259,210.23095864,210.00684775,210.18613646
1752867600,210.17617598,210.2259784,210.00186751,210.01680823
1752868200,210.02676872,210.51483244,210.02676872,210.39032639
1753104600,211.22202682,213.20416316,210.793726,213.01491396
1753105200,212.99499299,214.92732692,212.88542767,213.69222688
1753105800,213.6822664,214.35957932,213.1145188,213.16432122
1753106400,213.20416316,213.79183172,213.16432122,213.35357042
1753107000,213.35357042,213.94123899,213.19420268,213.79183172
1753107600,213.79183172,214.32969787,213.55278011,213.81175269
1753108200,213.79183172,213.86155511,213.15436074,213.19420268
1753108800,213.20416316,213.20416316,212.63641556,212.66629702
1753109400,212.66629702,213.01491396,212.44716637,212.55673169
1753110000,212.56669217,212.56669217,212.02882603,212.30771959
1753110600,212.28779862,212.62645508,212.16827281,212.52685024
1753111200,212.55673169,212.79578331,212.2977591,212.6164946
1753111800,212.6164946,212.82566476,212.32764056,212.40732443
1753112400,212.41728491,212.8655067,212.39736394,212.65633653
1753113000,212.65633653,212.84060549,212.4272454,212.53681072
1753113600,212.54677121,212.63641556,212.32764056,212.43720588
