trade_id,candidate_id,source_candidate_id,asset,timeframe,entry_time,exit_time,direction,entry_price,exit_price,exit_type,gross_return_pct,fee_pct,slippage_pct,net_return_pct,hold_bars,source_file
LINDA_5SMA_00297,LINDA_5SMA_PULLBACK,LINDA_5SMA,NEARUSDT,1D,2022-04-11 00:00:00+00:00,2022-04-13 00:00:00+00:00,long,15.796,16.83,snapback,6.545961,0.06,0.06,6.425961,2,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00298,LINDA_5SMA_PULLBACK,LINDA_5SMA,NEARUSDT,1D,2022-04-15 00:00:00+00:00,2022-04-19 00:00:00+00:00,long,16.368,17.417,snapback,6.408847,0.06,0.06,6.288847,4,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00299,LINDA_5SMA_PULLBACK,LINDA_5SMA,NEARUSDT,1D,2022-04-22 00:00:00+00:00,2022-05-02 00:00:00+00:00,long,15.63,11.839,snapback,-24.254639,0.06,0.06,-24.374639,10,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00300,LINDA_5SMA_PULLBACK,LINDA_5SMA,TRXUSDT,1D,2022-06-04 00:00:00+00:00,2022-06-14 00:00:00+00:00,long,0.08105,0.05555,snapback,-31.46206,0.06,0.06,-31.58206,10,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00301,LINDA_5SMA_PULLBACK,LINDA_5SMA,TRXUSDT,1D,2022-08-03 00:00:00+00:00,2022-08-05 00:00:00+00:00,long,0.06824,0.06983,snapback,2.330012,0.06,0.06,2.210012,2,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00302,LINDA_5SMA_PULLBACK,LINDA_5SMA,TRXUSDT,1D,2022-08-10 00:00:00+00:00,2022-08-11 00:00:00+00:00,long,0.06832,0.0703,snapback,2.898126,0.06,0.06,2.778126,1,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00303,LINDA_5SMA_PULLBACK,LINDA_5SMA,TRXUSDT,1D,2022-08-16 00:00:00+00:00,2022-08-26 00:00:00+00:00,long,0.06882,0.06148,snapback,-10.665504,0.06,0.06,-10.785504,10,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00304,LINDA_5SMA_PULLBACK,LINDA_5SMA,XRPUSDT,1D,2022-10-11 00:00:00+00:00,2022-10-21 00:00:00+00:00,long,0.4938,0.4611,snapback,-6.622114,0.06,0.06,-6.742114,10,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00305,LINDA_5SMA_PULLBACK,LINDA_5SMA,XRPUSDT,1D,2022-10-25 00:00:00+00:00,2022-10-26 00:00:00+00:00,long,0.4527,0.4686,snapback,3.51226,0.06,0.06,3.39226,1,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00306,LINDA_5SMA_PULLBACK,LINDA_5SMA,XRPUSDT,1D,2022-10-31 00:00:00+00:00,2022-11-04 00:00:00+00:00,long,0.4578,0.506,snapback,10.528615,0.06,0.06,10.408615,4,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00307,LINDA_5SMA_PULLBACK,LINDA_5SMA,DOGEUSDT,1D,2022-11-06 00:00:00+00:00,2022-11-15 00:00:00+00:00,long,0.12437,0.08702,snapback,-30.031358,0.06,0.06,-30.151358,9,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00308,LINDA_5SMA_PULLBACK,LINDA_5SMA,BNBUSDT,1D,2022-11-09 00:00:00+00:00,2022-11-19 00:00:00+00:00,long,326.97,272.33,snapback,-16.711013,0.06,0.06,-16.831013,10,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
